Policy Number,Number of Vehicles,Average Age,Gender Dummy,Married Dummy,Avg Veh Age,Fuel Type Dummy,Losses
152051,2,42.4,1,0,2.5,0,381.4077958
106558,2,42.4,1,1,12.97,0,253.7332963
155797,2,65.1,0,0,8.02,0,246.368989
175327,2,42.4,1,1,12.97,0,334.9675153
103036,2,20.6,0,0,12.97,0,239.6490383
176688,2,42.4,1,0,8.02,0,376.9814566
182122,2,20.6,0,1,2.5,1,1654.71703
166277,2,20.6,1,0,12.97,1,673.3593171
146652,2,20.6,1,0,8.02,1,557.0278671
112181,2,65.1,1,1,8.02,0,178.9047923
138888,2,65.1,1,1,2.5,0,96.06678677
133573,2,20.6,1,0,12.97,1,760.2474635
110502,2,65.1,0,1,2.5,1,652.6104325
127784,2,20.6,1,1,12.97,1,977.226696
187323,2,20.6,0,0,8.02,0,223.6134939
198892,2,42.4,1,0,8.02,0,352.6742687
184049,2,42.4,0,0,2.5,1,607.6109504
121560,2,20.6,1,1,12.97,0,454.4784827
160308,2,20.6,0,1,12.97,0,331.890297
152104,2,42.4,0,1,12.97,0,344.0389435
168930,2,42.4,0,0,12.97,0,213.5544649
165421,2,42.4,1,0,8.02,0,357.1699618
125295,2,65.1,1,0,12.97,0,262.0311129
154198,2,20.6,0,1,12.97,1,754.3540717
102548,2,42.4,1,0,12.97,0,178.9903899
116446,2,20.6,0,0,2.5,1,690.1442762
126743,2,20.6,0,0,8.02,0,233.6744687
129020,2,42.4,1,0,2.5,0,414.2298226
112156,2,42.4,1,0,2.5,1,547.7794054
109984,2,65.1,0,0,8.02,0,270.5565864
134345,2,65.1,1,1,8.02,0,45.008951
189020,2,42.4,1,0,2.5,1,633.2255247
188455,2,42.4,0,1,8.02,0,336.1982882
133346,2,65.1,1,1,8.02,0,407.7598873
160218,2,42.4,0,1,8.02,0,460.3342515
114488,2,42.4,1,0,8.02,0,361.756353
190879,2,20.6,0,1,12.97,1,637.006292
100081,2,65.1,0,1,12.97,0,38.75278934
130763,2,65.1,0,0,8.02,0,279.6486554
145086,2,42.4,0,1,8.02,0,326.8978365
134722,2,42.4,0,1,12.97,0,337.3980296
117077,2,20.6,1,1,8.02,1,1077.884502
155325,2,42.4,1,0,8.02,0,373.7516396
111488,2,42.4,1,1,12.97,0,272.7405242
198181,2,65.1,1,0,12.97,0,209.0977182
103813,2,42.4,0,0,12.97,0,128.3079288
105644,2,65.1,1,0,8.02,0,330.6806201
142483,2,65.1,1,0,2.5,0,147.9464928
195890,2,42.4,0,0,8.02,0,307.2958376
155546,2,65.1,0,0,2.5,0,171.1449136
178213,2,65.1,1,0,8.02,0,75.03338088
188175,2,42.4,1,1,12.97,0,431.4657323
126062,2,42.4,0,0,12.97,0,191.4664255
108976,2,42.4,0,1,8.02,0,376.9055765
143980,2,42.4,0,0,2.5,1,541.0056262
120312,2,65.1,1,0,12.97,0,99.98183865
140242,2,20.6,0,1,8.02,1,664.1069867
179266,2,42.4,0,1,12.97,0,205.5315763
159134,2,42.4,0,0,12.97,0,261.6586678
144294,2,20.6,0,1,2.5,1,1191.211171
151571,2,42.4,1,0,8.02,0,368.6516749
173702,2,42.4,1,0,8.02,0,390.8413478
113429,2,42.4,1,0,8.02,0,379.0977842
145730,2,42.4,1,1,8.02,0,450.9084701
129907,2,20.6,1,1,12.97,1,564.3328789
112611,2,42.4,1,1,8.02,0,465.7509793
129514,2,65.1,0,0,8.02,0,131.9921409
116281,2,42.4,0,0,2.5,0,475.0563753
143651,2,20.6,1,0,8.02,1,708.2637427
166534,2,65.1,0,0,2.5,0,282.4677621
103813,2,20.6,0,0,12.97,0,148.9163613
131415,2,42.4,1,1,12.97,0,199.5676093
144576,2,42.4,0,1,2.5,1,586.5237976
172593,2,65.1,1,0,12.97,0,181.2225401
104017,2,20.6,1,1,8.02,1,562.2078905
128059,2,65.1,0,0,8.02,0,79.29913049
191110,2,20.6,1,0,12.97,0,497.1846427
117972,2,42.4,0,1,2.5,1,643.4801329
197916,2,42.4,0,0,12.97,0,317.3020942
184037,2,65.1,1,0,2.5,0,317.3049656
161371,2,65.1,1,0,8.02,0,323.592949
123415,2,42.4,0,0,8.02,0,294.0112896
189476,2,20.6,1,1,12.97,1,640.6504454
164931,2,42.4,0,0,8.02,0,326.9088065
128113,2,42.4,1,0,12.97,0,192.9130479
176005,2,20.6,1,1,12.97,0,372.7307075
153248,2,65.1,0,0,12.97,0,41.06894118
186705,2,65.1,1,0,2.5,0,150.864178
122822,2,20.6,0,1,8.02,1,573.186881
182107,2,42.4,1,0,2.5,0,405.1173123
148399,2,42.4,0,0,2.5,0,468.0371383
190229,2,20.6,0,1,8.02,1,549.0982587
100410,2,42.4,1,0,8.02,0,359.4419992
105266,2,65.1,0,0,8.02,0,328.5159353
161406,2,42.4,0,0,8.02,0,317.5279985
182199,2,42.4,1,0,12.97,0,219.5942883
192644,2,42.4,1,1,2.5,1,817.8884176
159510,2,42.4,1,1,2.5,1,938.6415736
109605,2,42.4,1,0,8.02,0,395.0082274
133587,2,65.1,1,0,12.97,0,87.4444744
124424,2,42.4,0,0,8.02,0,346.4500172
156461,2,42.4,0,1,8.02,0,394.9737061
185206,2,20.6,1,1,12.97,0,302.257992
170472,2,20.6,1,1,12.97,1,1291.352892
187555,2,42.4,1,1,12.97,0,245.1474822
148927,2,42.4,1,0,12.97,0,313.9752158
195906,2,42.4,0,0,8.02,0,310.6833687
196160,2,20.6,1,1,8.02,1,1297.152399
139159,2,42.4,1,0,12.97,0,264.8209968
150652,2,42.4,1,0,12.97,0,214.126933
158938,2,42.4,0,0,2.5,1,625.0589683
156570,2,20.6,0,0,12.97,0,166.057532
173137,2,42.4,0,1,2.5,1,532.0812066
116968,2,20.6,1,1,12.97,0,373.9408351
111559,2,42.4,1,1,8.02,0,451.2019764
129000,2,42.4,0,1,2.5,1,712.0506677
155167,2,65.1,0,0,8.02,0,214.5320694
134233,2,42.4,0,0,2.5,0,432.8803242
118151,2,42.4,0,1,2.5,1,695.1590822
161204,2,42.4,1,0,8.02,0,386.3073455
147339,2,42.4,1,1,2.5,1,562.9853303
134044,2,20.6,0,0,12.97,0,188.0668631
103175,2,20.6,0,1,12.97,0,287.8092615
143462,2,20.6,0,0,12.97,0,251.2023753
122049,2,20.6,1,1,12.97,0,426.3458887
184866,2,65.1,0,0,8.02,0,34.17131932
136311,2,42.4,0,0,8.02,0,331.711632
173344,2,42.4,1,1,8.02,0,414.2553355
160983,2,65.1,1,1,12.97,0,83.60707739
128214,2,20.6,0,0,12.97,0,426.1425635
152563,2,20.6,1,1,8.02,1,905.5988211
107271,2,42.4,0,1,12.97,0,267.597903
141877,2,65.1,1,0,8.02,0,276.21984
182034,2,65.1,0,1,2.5,0,489.1814974
176037,2,65.1,1,0,8.02,0,274.408471
124841,2,20.6,1,0,12.97,0,286.0007918
118268,2,65.1,0,0,12.97,0,156.075533
112616,2,20.6,1,1,12.97,1,608.6501064
146625,2,20.6,0,1,12.97,0,463.8862629
157150,2,20.6,0,1,8.02,1,759.4798338
185535,2,42.4,1,0,8.02,0,372.5381172
130570,2,42.4,1,1,2.5,1,698.6641127
149898,2,42.4,1,0,8.02,0,363.5190657
133226,2,42.4,0,0,2.5,1,533.0020736
184129,2,65.1,1,0,8.02,0,97.17633569
188340,2,42.4,0,1,8.02,0,418.0718072
154080,2,20.6,1,1,12.97,0,369.250598
141191,2,42.4,0,1,12.97,0,161.718722
111196,2,42.4,0,0,8.02,0,327.6833589
122810,2,42.4,1,1,2.5,1,609.1627076
114711,2,65.1,1,0,8.02,0,143.6121635
179035,2,42.4,1,0,8.02,0,400.5056903
170513,2,42.4,0,0,12.97,0,148.4701987
111560,2,42.4,0,1,8.02,0,380.9761342
144850,2,42.4,0,0,2.5,0,360.7666759
165061,2,65.1,1,0,2.5,0,280.664265
178105,2,42.4,1,1,2.5,0,490.056154
188240,2,20.6,1,0,12.97,0,309.907631
126023,2,42.4,0,1,12.97,0,208.9160835
180444,2,20.6,1,0,12.97,0,313.2257204
178085,2,42.4,1,0,2.5,1,582.1363851
156424,2,42.4,1,0,2.5,1,782.3594009
188556,2,65.1,0,1,8.02,0,342.6985342
185494,2,65.1,1,0,12.97,0,78.58096229
173538,2,20.6,1,1,12.97,0,484.3501358
123343,2,20.6,0,0,12.97,0,254.5990556
117332,2,65.1,0,1,2.5,1,676.2909917
123134,2,42.4,1,1,12.97,0,486.7217129
105061,2,20.6,1,0,8.02,0,434.4062385
173542,2,65.1,0,0,2.5,0,174.6473393
110807,2,20.6,0,1,12.97,0,288.1330928
145339,2,42.4,1,0,8.02,0,405.298637
189987,2,42.4,0,0,12.97,0,252.6447592
147242,2,65.1,1,1,8.02,0,323.4648917
134229,2,42.4,0,0,12.97,0,148.3842226
163172,2,42.4,1,0,8.02,0,316.982423
113793,2,20.6,1,0,12.97,0,242.2109513
165493,2,42.4,1,0,2.5,0,376.0741809
158679,2,42.4,1,0,8.02,0,373.5899538
199557,2,20.6,1,0,12.97,0,344.1137958
132427,2,42.4,1,1,2.5,1,864.8282591
144427,2,20.6,1,0,12.97,0,372.0202933
113303,2,20.6,0,1,2.5,1,1428.120323
134192,2,20.6,1,1,8.02,1,751.1068831
122292,2,20.6,1,1,8.02,1,959.1959551
171625,2,20.6,0,1,12.97,0,415.1010704
160453,2,20.6,1,0,12.97,0,233.7394111
145570,2,20.6,0,1,12.97,1,793.1202872
176272,2,42.4,1,1,2.5,1,528.2853443
193598,2,20.6,1,1,8.02,1,1057.42047
153238,2,20.6,0,0,12.97,0,177.2984363
197169,2,42.4,1,1,12.97,0,206.0172124
192857,2,42.4,1,0,12.97,0,187.264194
119723,2,42.4,0,0,8.02,0,326.9949846
115796,2,42.4,0,0,8.02,0,310.3556518
199620,2,20.6,1,0,12.97,0,155.5642248
125508,2,65.1,0,0,12.97,0,98.03562763
196332,2,42.4,0,0,8.02,0,343.2754032
132184,2,20.6,0,1,12.97,0,359.1666871
120261,2,65.1,0,1,8.02,0,121.9628389
102951,2,42.4,1,1,12.97,0,188.5864851
156405,2,65.1,1,0,8.02,0,184.1390066
120367,2,65.1,0,1,8.02,0,160.393469
191643,2,42.4,0,1,2.5,0,496.1258875
122587,2,42.4,0,1,12.97,0,202.0789605
188250,2,65.1,1,1,12.97,0,34.41105044
116999,2,20.6,0,0,8.02,1,518.8952396
165901,2,42.4,1,1,2.5,1,547.009841
107350,2,42.4,1,0,2.5,1,655.695717
114196,2,65.1,1,1,2.5,1,625.6710232
143816,2,42.4,0,0,2.5,0,456.1775467
165395,2,42.4,1,0,8.02,0,370.8280203
148972,2,20.6,0,0,2.5,1,551.3165937
162595,2,65.1,1,0,12.97,0,23.15897362
130817,2,65.1,1,0,8.02,0,340.4622361
130138,2,20.6,0,1,8.02,0,373.8939521
105314,2,65.1,1,1,2.5,0,85.40313363
195353,2,42.4,1,0,8.02,0,356.950762
178801,2,42.4,1,0,12.97,0,398.8196598
152414,2,42.4,1,0,2.5,1,583.5034299
176348,2,42.4,0,0,12.97,0,222.6129854
138985,2,65.1,0,0,8.02,0,229.8680235
134274,2,20.6,0,0,12.97,0,283.9508851
148079,2,42.4,0,1,2.5,1,601.052766
198533,2,20.6,0,0,12.97,0,194.8327799
196144,2,20.6,0,0,8.02,0,261.4601079
132518,2,42.4,1,0,8.02,0,338.1253431
111646,2,20.6,0,0,12.97,0,232.744495
192544,2,20.6,1,1,2.5,1,1103.528284
120460,2,65.1,0,1,8.02,0,358.6409834
115736,2,42.4,1,0,2.5,0,416.8876782
138788,2,20.6,0,1,12.97,0,336.609826
136954,2,42.4,0,0,8.02,0,339.6077025
159112,2,65.1,0,1,8.02,0,245.0899707
191286,2,42.4,1,0,2.5,0,466.6843585
131600,2,65.1,1,1,8.02,0,48.19660683
111070,2,65.1,0,0,2.5,0,102.0848918
110153,2,42.4,0,0,8.02,0,312.0185174
178573,2,20.6,0,0,12.97,0,280.0804628
189626,2,20.6,1,0,12.97,0,238.828835
197380,2,65.1,1,0,2.5,0,298.5889495
138726,2,42.4,0,1,8.02,0,392.3951286
184053,2,42.4,1,0,8.02,0,333.0432102
155277,2,65.1,0,1,12.97,0,212.2956194
120845,2,20.6,1,0,12.97,0,400.3345821
187079,2,65.1,1,0,12.97,0,37.96323838
188582,2,42.4,1,1,12.97,0,382.0857577
107067,2,20.6,0,0,12.97,0,265.3761537
117569,2,42.4,0,0,2.5,0,404.2568287
177742,2,20.6,0,1,2.5,1,1201.951572
136989,2,42.4,0,0,8.02,0,387.8513132
105926,2,42.4,1,1,2.5,1,582.9595775
107167,2,65.1,1,0,8.02,0,287.7884577
138591,2,65.1,0,0,2.5,0,220.5360282
125795,2,65.1,0,0,8.02,0,94.8925662
177659,2,20.6,1,0,2.5,1,596.6727517
188200,2,65.1,1,1,8.02,0,295.5783635
161753,2,42.4,0,1,8.02,0,381.8474106
172744,2,42.4,0,0,8.02,0,272.3351511
164603,2,65.1,1,0,2.5,1,531.4259253
106991,2,65.1,1,1,12.97,0,295.5957236
100333,2,42.4,1,0,8.02,0,380.4080074
182091,2,65.1,1,1,8.02,0,179.1332926
198843,2,65.1,1,1,2.5,0,454.7246128
100346,2,20.6,0,0,12.97,0,199.7041546
120474,2,42.4,1,1,2.5,1,825.4557724
197963,2,20.6,1,0,12.97,1,527.8022838
186894,2,20.6,0,1,12.97,1,576.5547032
106273,2,20.6,0,0,8.02,0,372.7072207
141074,2,42.4,0,0,2.5,1,550.3847401
110194,2,20.6,1,1,2.5,1,1173.421392
175175,2,20.6,1,0,8.02,1,567.0899153
172958,2,20.6,1,1,8.02,1,834.413299
183063,2,42.4,1,0,2.5,1,567.6471059
160728,2,42.4,1,0,2.5,1,582.7640352
101099,2,65.1,1,1,8.02,0,255.0436158
155034,2,42.4,1,0,2.5,0,419.7205648
188452,2,42.4,1,1,2.5,1,678.618111
173377,2,20.6,0,0,12.97,0,180.3062395
196637,2,20.6,1,1,12.97,1,666.5657916
175353,2,42.4,1,0,8.02,0,432.2681353
132075,2,42.4,0,0,2.5,1,600.3944111
177382,2,20.6,1,0,2.5,1,528.3099659
140702,2,20.6,1,1,12.97,0,385.9700392
176862,2,42.4,1,1,8.02,1,535.3585014
184796,2,65.1,0,1,8.02,0,424.5097932
116898,2,42.4,0,0,2.5,1,623.0270061
150597,2,42.4,0,1,2.5,0,436.4761219
157675,2,65.1,1,1,12.97,0,104.0642762
104303,2,20.6,1,1,12.97,1,802.6177559
167589,2,20.6,0,0,8.02,0,359.046212
164701,2,42.4,0,1,12.97,0,161.068729
103695,2,20.6,1,1,12.97,1,892.8377124
193147,2,65.1,1,0,12.97,0,118.5701308
106133,2,20.6,1,1,12.97,0,486.0783301
128453,2,42.4,1,1,12.97,0,232.1852081
176531,2,42.4,1,0,8.02,0,343.5043559
113734,2,42.4,0,0,8.02,0,320.1108191
151007,2,20.6,1,0,12.97,1,507.5708927
192662,2,65.1,1,0,8.02,0,328.6760988
134143,2,65.1,0,0,2.5,0,349.0543922
169120,2,42.4,1,1,12.97,0,212.2804581
155682,2,20.6,1,0,8.02,0,388.9859276
144160,2,42.4,1,0,8.02,0,336.1798645
132619,2,20.6,0,1,12.97,0,484.2490831
192977,2,20.6,1,1,2.5,1,1099.181643
184032,2,42.4,1,0,2.5,0,393.0023037
110912,2,65.1,0,0,8.02,0,183.2906958
146639,2,20.6,1,1,2.5,1,964.1886481
125344,2,65.1,1,1,12.97,0,170.6091203
157046,2,20.6,1,0,12.97,1,520.5728419
196249,2,20.6,0,1,12.97,0,256.8265508
137912,2,42.4,1,0,12.97,0,363.5707997
166383,2,42.4,0,1,8.02,0,444.075263
183345,2,20.6,1,0,8.02,1,795.5997796
158417,2,42.4,0,1,2.5,1,665.8071197
108549,2,65.1,0,1,8.02,0,351.5957984
137207,2,65.1,1,0,8.02,0,143.5538933
162214,2,65.1,1,1,8.02,0,136.1851032
119773,2,65.1,0,0,8.02,0,196.3942623
155564,2,42.4,1,1,8.02,1,530.0779528
174859,2,20.6,1,0,8.02,1,553.6027214
118465,2,20.6,0,1,8.02,1,723.358997
145288,2,65.1,0,0,2.5,0,340.2747107
101479,2,20.6,1,0,8.02,1,570.4028307
194925,2,65.1,0,1,2.5,0,126.8795277
101557,2,20.6,1,1,8.02,1,1191.530812
140917,2,42.4,1,1,8.02,0,425.4967109
199527,2,20.6,0,0,8.02,0,397.4623988
167025,2,42.4,0,1,8.02,0,391.7506282
137086,2,42.4,0,1,12.97,0,194.5732908
111475,2,42.4,0,0,12.97,0,135.8245917
139086,2,42.4,0,1,12.97,0,342.4931823
177629,2,42.4,1,1,8.02,0,394.0867239
188394,2,42.4,1,1,8.02,1,558.4147228
191455,2,65.1,0,0,2.5,0,88.89470277
144572,2,65.1,0,1,12.97,0,194.23594
128853,2,20.6,1,0,12.97,1,761.9294278
194417,2,20.6,0,1,12.97,0,423.6379873
188658,2,42.4,0,1,8.02,0,415.6893802
151690,2,42.4,1,1,12.97,0,215.8307792
131825,2,20.6,0,1,12.97,0,382.5513738
108484,2,20.6,0,0,8.02,0,432.1793564
187820,2,42.4,0,1,2.5,1,541.3010963
118245,2,20.6,0,0,12.97,0,372.4864791
151649,2,20.6,1,1,12.97,0,454.7390152
166650,2,42.4,0,0,8.02,0,322.654642
119029,2,42.4,0,0,12.97,0,326.3402496
133742,2,20.6,0,0,12.97,0,338.227528
151282,2,20.6,0,0,8.02,0,348.4781211
134676,2,20.6,0,0,2.5,1,645.4350689
117985,2,20.6,0,0,12.97,0,213.396302
186726,2,20.6,0,0,12.97,0,143.4011115
166223,2,20.6,0,1,2.5,1,1498.958037
111459,2,42.4,0,0,12.97,0,199.3998978
185075,2,65.1,0,0,12.97,0,201.4450651
100566,2,65.1,1,0,8.02,0,33.80039913
197186,2,42.4,0,1,12.97,0,246.7790164
187201,2,42.4,1,1,8.02,0,409.5574213
131190,2,65.1,1,1,2.5,0,140.0041326
172184,2,65.1,1,0,8.02,0,296.3736051
160013,2,20.6,0,0,12.97,0,290.262723
155825,2,42.4,0,0,8.02,0,337.8656877
130016,2,65.1,0,0,8.02,0,105.9940436
152084,2,65.1,1,1,2.5,0,126.4213959
137586,2,42.4,0,0,8.02,0,305.4447304
153904,2,65.1,0,1,12.97,0,161.0879016
197902,2,20.6,0,0,8.02,1,563.5223583
163997,2,42.4,1,1,12.97,0,189.3379564
198709,2,20.6,0,1,12.97,1,750.1251378
162225,2,65.1,1,1,8.02,0,419.9502626
198408,2,42.4,0,1,8.02,0,406.4648363
131927,2,20.6,1,0,12.97,1,697.5862202
146242,2,20.6,1,1,12.97,1,1099.378637
110031,2,42.4,0,1,8.02,0,351.3018979
176177,2,42.4,1,1,2.5,1,569.9136846
128861,2,20.6,0,1,12.97,1,639.4551566
125826,2,65.1,0,0,2.5,0,68.62394417
178817,2,42.4,0,1,2.5,0,477.0516414
116579,2,20.6,0,0,8.02,0,352.411265
151488,2,42.4,1,1,8.02,0,448.0344081
171105,2,20.6,1,1,8.02,1,848.20531
180305,2,42.4,0,0,8.02,0,296.1796164
101692,2,42.4,0,1,2.5,1,523.9525796
196635,2,20.6,1,1,8.02,1,631.1747614
109945,2,20.6,0,1,12.97,1,719.4288199
106867,2,20.6,1,0,12.97,0,263.4730577
182370,2,42.4,0,0,8.02,0,329.7994814
101763,2,42.4,1,1,2.5,1,536.9876034
116168,2,42.4,1,0,8.02,0,409.5202285
157510,2,65.1,1,0,2.5,0,455.0181933
110661,2,65.1,0,1,12.97,0,108.4033084
158372,2,42.4,1,0,8.02,0,332.5312112
101665,2,20.6,1,1,12.97,1,591.6967258
138404,2,65.1,0,0,2.5,0,56.64461393
181720,2,20.6,0,0,12.97,0,265.6368544
110298,2,65.1,1,1,8.02,0,287.0716344
144397,2,65.1,0,0,8.02,0,202.0447247
137286,2,20.6,1,1,12.97,1,1027.582618
195431,2,20.6,0,1,12.97,1,598.090822
181439,2,20.6,1,0,12.97,1,630.4480275
148806,2,20.6,1,1,12.97,0,380.4447772
194504,2,42.4,1,0,2.5,1,580.4834146
146069,2,20.6,1,1,12.97,1,901.0590477
112487,2,65.1,1,0,2.5,0,76.74981055
115399,2,20.6,1,1,8.02,1,754.2445733
185013,2,20.6,0,0,12.97,0,300.6285279
100273,2,42.4,1,0,12.97,0,347.442301
109133,2,42.4,1,1,2.5,1,796.2903449
140674,2,65.1,0,1,8.02,0,216.9588572
114889,2,65.1,0,0,8.02,0,70.7391574
104753,2,42.4,0,0,12.97,0,159.9424657
194142,2,42.4,1,1,8.02,0,465.8489466
106773,2,42.4,0,0,8.02,0,336.7475878
156380,2,42.4,0,0,12.97,0,140.7193293
110496,2,42.4,1,0,2.5,1,551.5416673
143262,2,20.6,0,0,12.97,0,221.563228
114531,2,42.4,0,0,2.5,0,423.7712298
113460,2,20.6,1,1,12.97,0,494.5553381
115254,2,42.4,1,1,8.02,0,404.3905315
127846,2,42.4,1,0,8.02,0,340.7464028
135522,2,20.6,1,1,12.97,1,564.8968135
136743,2,20.6,0,1,12.97,1,566.748022
171560,2,20.6,0,1,12.97,0,463.9210844
145404,2,65.1,1,0,8.02,0,224.7382043
191555,2,42.4,1,1,2.5,1,692.8702562
149440,2,20.6,1,0,2.5,1,1164.988741
132424,2,42.4,1,1,8.02,0,382.3996542
137786,2,65.1,1,1,2.5,1,656.1977202
130789,2,65.1,0,1,8.02,0,387.259968
198863,2,65.1,1,1,2.5,0,321.2791476
197475,2,42.4,0,0,2.5,1,604.4075127
156476,2,20.6,0,1,2.5,1,805.4390507
108978,2,42.4,0,1,8.02,0,374.9310319
114149,2,42.4,1,0,8.02,0,347.0980232
187312,2,20.6,0,1,12.97,0,407.7216167
190370,2,42.4,1,0,2.5,1,671.8734738
147883,2,42.4,0,0,8.02,0,344.580356
132547,2,20.6,1,0,12.97,0,243.0692844
114281,2,20.6,0,1,12.97,1,814.827043
110208,2,20.6,0,1,12.97,1,599.7468055
160827,2,20.6,1,1,12.97,1,722.9591886
119878,2,42.4,1,0,8.02,0,359.0615895
146724,2,42.4,0,1,12.97,0,398.7762381
153057,2,42.4,0,0,2.5,1,644.8848643
188352,2,20.6,0,1,12.97,0,304.9882514
110841,2,42.4,1,0,2.5,1,662.9874221
185185,2,42.4,1,1,12.97,0,364.3370129
103168,2,65.1,0,1,8.02,0,48.64040499
160735,2,20.6,1,0,12.97,1,555.6668504
156634,2,42.4,0,0,2.5,1,542.4600195
152055,2,42.4,0,1,8.02,0,408.5210693
183150,2,20.6,0,1,12.97,0,375.1448818
104716,2,42.4,1,1,2.5,1,644.7900113
160748,2,42.4,1,0,2.5,0,438.0736832
159386,2,42.4,0,0,12.97,0,133.6082773
105048,2,42.4,0,0,2.5,0,444.2194531
141076,2,42.4,1,0,8.02,0,364.1695599
159651,2,20.6,1,1,12.97,1,556.8383931
179160,2,42.4,0,0,12.97,0,255.9480053
194813,2,65.1,0,0,2.5,1,545.8851835
124618,2,65.1,1,1,12.97,0,349.0545647
105576,2,20.6,1,0,8.02,1,680.6325471
172410,2,42.4,0,1,12.97,0,220.8136093
101627,2,42.4,0,0,12.97,0,251.8850248
173005,2,20.6,1,0,12.97,1,571.9483062
125997,2,65.1,0,0,2.5,0,107.3456572
182191,2,65.1,0,0,8.02,0,55.11078038
149662,2,65.1,1,1,2.5,0,64.58064165
102843,2,20.6,1,1,2.5,1,1883.373932
112938,2,65.1,0,1,8.02,0,284.4893908
187135,2,65.1,1,0,8.02,0,364.1887136
157539,2,20.6,0,0,12.97,0,241.6787662
180313,2,65.1,0,1,8.02,0,257.2819425
170772,2,42.4,1,0,12.97,0,365.509736
151662,2,42.4,0,1,2.5,1,526.2110395
148543,2,42.4,0,1,8.02,0,492.7189607
172740,2,20.6,1,0,12.97,0,419.2947294
172107,2,65.1,0,1,8.02,0,246.7127998
150675,2,42.4,0,0,8.02,0,326.3205155
116786,2,20.6,1,1,12.97,0,316.5447298
161728,2,65.1,1,0,12.97,0,186.9770685
154332,2,42.4,1,0,12.97,0,292.0929944
103771,2,20.6,1,1,12.97,0,463.1947126
193618,2,42.4,1,1,2.5,1,554.85812
131079,2,65.1,0,1,12.97,0,224.2958682
177548,2,20.6,1,0,8.02,0,431.2372528
148740,2,20.6,0,1,2.5,1,853.5172334
124517,2,20.6,0,0,12.97,0,329.7783553
199598,2,65.1,0,0,2.5,0,489.4043716
151169,2,42.4,1,1,8.02,0,419.8749439
188070,2,42.4,1,1,2.5,1,773.3717502
187693,2,42.4,0,1,2.5,1,813.2008888
196073,2,20.6,0,0,8.02,0,290.85714
163451,2,42.4,0,1,8.02,0,417.5322802
158633,2,42.4,1,1,2.5,1,948.961617
130082,2,42.4,1,1,8.02,0,418.6160845
110555,2,20.6,1,0,8.02,1,704.3709913
169382,2,65.1,1,1,2.5,0,274.8170949
155914,2,42.4,1,0,2.5,1,627.6014932
140093,2,20.6,1,1,12.97,1,578.1605117
130030,2,42.4,0,1,8.02,0,378.6471116
128956,2,65.1,1,0,8.02,0,305.2483756
167513,2,42.4,1,1,8.02,1,530.2998472
102860,2,20.6,1,1,12.97,1,868.1959057
169726,2,20.6,1,0,8.02,1,638.5858885
120054,2,42.4,0,1,12.97,0,406.7887894
186465,2,42.4,1,1,8.02,0,446.4560288
196143,2,20.6,1,1,12.97,1,549.6537494
122823,2,20.6,1,1,12.97,0,296.909497
173645,2,20.6,0,0,8.02,0,322.5251261
106426,2,65.1,0,0,12.97,0,63.16716826
155029,2,65.1,0,0,8.02,0,175.9839897
107370,2,20.6,0,1,8.02,1,740.2205245
169611,2,20.6,1,1,2.5,1,2814
193699,2,65.1,0,1,2.5,0,152.1417303
147383,2,20.6,1,1,12.97,1,741.5099286
115530,2,65.1,0,1,12.97,0,78.95193381
166440,2,65.1,1,1,8.02,0,203.034266
195258,2,65.1,0,1,8.02,0,42.80763176
155413,2,65.1,0,0,12.97,0,150.3941983
103182,2,20.6,0,0,2.5,0,344.3833581
106285,2,20.6,1,1,8.02,1,1026.310667
198178,2,42.4,1,1,12.97,0,385.6705408
108985,2,42.4,1,1,8.02,0,467.7065653
161526,2,42.4,0,1,12.97,0,345.5637767
144736,2,65.1,1,0,8.02,0,325.0409191
119499,2,42.4,0,1,8.02,0,453.621032
197113,2,65.1,1,0,8.02,0,85.12163185
155394,2,42.4,1,0,12.97,0,199.3608972
149520,2,42.4,0,0,2.5,0,414.0355088
117745,2,42.4,0,0,8.02,0,373.5689412
171825,2,20.6,1,0,12.97,0,169.3389215
188315,2,20.6,0,0,12.97,0,242.3291789
160459,2,20.6,1,1,8.02,1,1084.569504
180455,2,20.6,1,0,12.97,0,287.2007063
169412,2,42.4,1,1,2.5,1,653.7119739
124575,2,65.1,1,1,2.5,1,532.616571
146311,2,42.4,1,0,8.02,0,394.8217047
171710,2,42.4,0,1,8.02,0,411.8218575
159510,2,42.4,0,0,2.5,1,595.2500438
170050,2,42.4,1,1,2.5,1,861.3950543
195470,2,65.1,1,0,12.97,0,110.534983
106337,2,65.1,0,1,8.02,0,322.6711304
199358,2,42.4,1,1,2.5,1,710.6181282
188721,2,20.6,1,0,8.02,1,757.3871116
161579,2,42.4,0,0,8.02,0,291.6173826
197421,2,65.1,0,0,12.97,0,201.7299071
124248,2,65.1,1,1,8.02,0,197.0761174
116735,2,65.1,0,1,2.5,0,198.3467374
141477,2,65.1,1,1,2.5,0,398.1255067
191968,2,42.4,0,0,8.02,0,297.5640493
144076,2,65.1,1,0,2.5,0,255.8123577
127794,2,65.1,1,1,8.02,0,115.2835278
134484,2,20.6,1,0,12.97,0,230.1025724
121925,2,42.4,0,0,2.5,0,470.772339
182552,2,65.1,1,1,2.5,1,576.3439788
127421,2,42.4,1,0,8.02,0,345.8435284
197381,2,20.6,0,1,12.97,0,356.4963621
102437,2,42.4,1,1,2.5,1,860.7963518
