,Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,AutoType,MetColorType
704,10500,65,93428,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
705,8450,65,93408,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
706,9900,68,93296,Petrol,110,1,0,1600,5,1090,Manual,Metcolor
707,10500,62,93098,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
708,8500,67,92922,Diesel,72,1,0,2000,4,1100,Manual,Metcolor
709,9500,61,92498,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
710,9450,65,92226,Petrol,110,0,0,1600,3,1065,Manual,NonMetcolor
711,9900,68,91505,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor
712,8250,64,91333,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
713,8750,65,91246,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
714,9500,58,91000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
715,8450,68,90727,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
716,8490,62,90000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
717,8750,60,89576,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor
718,9750,64,89145,Petrol,86,1,0,1300,3,1025,Manual,Metcolor
719,9950,63,89000,Petrol,110,1,0,1600,5,1085,Manual,Metcolor
720,8500,68,88807,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
721,8450,63,88685,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor
722,7900,62,88667,Petrol,110,1,0,1600,4,1040,Manual,Metcolor
723,8750,57,88480,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
724,7950,61,88127,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
725,6900,62,88000,Petrol,86,0,0,1300,3,1020,Manual,NonMetcolor
726,8150,65,87821,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
727,10995,59,87654,Petrol,86,1,1,1300,5,1065,Auto,Metcolor
728,8900,59,86888,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
729,9500,59,86871,Petrol,86,1,0,1300,5,1040,Manual,Metcolor
730,8950,68,86714,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
731,11500,65,85889,Petrol,110,0,0,1600,3,1065,Manual,NonMetcolor
732,10450,62,85000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
733,10500,60,85000,Petrol,86,1,0,1300,3,1025,Manual,Metcolor
734,9250,68,84976,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
735,10950,65,84558,Petrol,110,1,0,1600,5,1120,Manual,Metcolor
736,10450,62,84549,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
737,9250,68,84482,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
738,8750,62,83908,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
739,8750,67,83560,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
740,9800,68,83000,Petrol,107,1,1,1600,5,1100,Auto,Metcolor
741,8250,64,82723,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
742,10450,62,82421,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
743,9750,58,82254,Petrol,110,0,0,1600,5,1050,Manual,NonMetcolor
744,8950,61,82115,Petrol,110,1,0,1600,3,1055,Manual,Metcolor
745,7450,65,82000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
746,8450,68,81965,Petrol,86,1,0,1300,5,1035,Manual,Metcolor
747,8250,66,81250,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
748,10950,65,81192,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
749,8950,61,81170,Petrol,110,1,0,1600,4,1040,Manual,Metcolor
750,8750,66,81083,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
751,10450,61,80714,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
752,10950,57,80470,Petrol,110,0,0,1600,5,1085,Manual,NonMetcolor
753,8450,65,80439,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
754,9950,59,80430,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
755,9950,68,80426,Petrol,110,1,0,1600,3,1055,Manual,Metcolor
756,8750,62,80265,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
757,9950,65,80153,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor
758,9500,68,80121,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor
759,8250,65,80086,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
760,10950,62,80000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
761,7950,60,80000,Petrol,86,0,0,1300,5,1015,Manual,NonMetcolor
762,8250,65,80000,Petrol,86,1,0,1300,2,1015,Manual,Metcolor
763,9895,67,79858,Petrol,110,1,0,1600,4,1040,Manual,Metcolor
764,9130,67,79762,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
765,10950,59,79660,Petrol,86,0,1,1300,5,1065,Auto,NonMetcolor
766,10500,60,79150,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
767,8900,61,79000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
768,9500,57,78955,Petrol,86,1,0,1300,5,1045,Manual,Metcolor
769,10950,59,78750,Diesel,90,1,0,1975,5,1155,Manual,Metcolor
770,7950,68,78521,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
771,7950,64,78356,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
772,7950,65,78076,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
773,9500,61,78063,Petrol,107,1,1,1600,5,1100,Auto,Metcolor
774,10950,67,77821,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
775,9750,68,77695,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
776,9750,65,77500,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
777,9450,63,77457,Petrol,110,1,0,1600,3,1055,Manual,Metcolor
778,8950,68,77029,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
779,8950,68,77008,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
780,8900,66,76791,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
781,9950,61,76700,Petrol,86,1,0,1300,5,1035,Manual,Metcolor
782,8750,67,76569,Petrol,86,1,0,1300,3,1020,Manual,Metcolor
783,8950,59,76162,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
784,8990,65,76155,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
785,8950,61,75609,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
786,8950,62,75569,Diesel,72,1,0,2000,3,1120,Manual,Metcolor
787,9950,67,75429,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
788,9900,68,75000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
789,8950,65,75000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
790,8950,62,75000,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
791,9500,66,74963,Petrol,107,0,1,1600,3,1085,Auto,NonMetcolor
792,7950,68,74889,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
793,7750,68,74875,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor
794,8950,63,74747,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
795,11950,60,74720,Petrol,110,1,0,1600,5,1085,Manual,Metcolor
796,8950,62,74457,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
797,11950,60,74337,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor
798,8950,68,74308,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
799,9950,64,74193,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
800,8250,65,74179,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
801,8995,67,73936,Petrol,86,1,0,1300,5,1050,Manual,Metcolor
802,9995,61,73894,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
803,9250,64,73500,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
804,10950,64,73376,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor
805,8900,64,73300,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
806,9500,58,73172,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
807,9950,58,72928,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
808,7950,67,72880,Petrol,86,1,0,1332,3,1015,Manual,Metcolor
809,8250,63,72522,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
810,9450,64,72000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
811,7950,57,72000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
812,9500,59,71366,Petrol,110,0,0,1600,3,1065,Manual,NonMetcolor
813,8950,65,71317,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
814,10950,62,71000,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor
815,8950,60,70954,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
816,9450,63,70908,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor
817,8000,58,70560,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
818,9900,67,70552,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
819,8950,62,70500,Petrol,110,1,0,1600,5,1035,Manual,Metcolor
820,10900,60,70453,Diesel,72,0,0,2000,5,1135,Manual,NonMetcolor
821,9450,59,70218,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
822,8450,64,70116,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
823,9500,65,70068,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
824,10500,67,70000,Petrol,107,1,1,1587,3,1065,Auto,Metcolor
825,6950,68,70000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
826,9750,68,69103,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor
827,6950,58,69022,Petrol,86,1,0,1300,5,1035,Manual,Metcolor
828,9650,67,69000,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
829,9950,68,68865,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
830,9250,58,68723,Petrol,86,0,0,1300,3,1025,Manual,NonMetcolor
831,8950,63,68453,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
832,9900,63,68238,Petrol,86,0,0,1300,5,1050,Manual,NonMetcolor
833,10995,63,68153,Petrol,110,1,0,1600,5,1085,Manual,Metcolor
834,10500,65,68000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
835,8950,65,68000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
836,9750,67,67762,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
837,10950,68,67146,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
838,9750,67,67110,Petrol,86,1,0,1300,5,1035,Manual,Metcolor
839,9950,59,67010,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
840,10500,65,67003,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
841,10400,68,66785,Petrol,86,0,1,1300,3,1045,Auto,NonMetcolor
842,8800,68,66550,Petrol,86,0,0,1332,3,1010,Manual,NonMetcolor
843,10500,61,66259,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
844,9250,62,66082,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor
845,7800,65,66000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
846,9950,61,66000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
847,10750,63,65896,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
848,10950,67,65785,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
849,9950,65,65513,Petrol,110,1,1,1600,4,1070,Auto,Metcolor
850,9950,59,65463,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
851,8100,68,65400,Petrol,86,1,0,1300,4,1000,Manual,Metcolor
852,9250,60,65259,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
853,7800,64,65000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
854,9000,68,65000,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor
855,8950,57,65000,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor
856,8950,62,64966,Petrol,86,0,0,1300,3,1020,Manual,NonMetcolor
857,9950,68,64950,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
858,8500,60,64914,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
859,7995,62,64797,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
860,8750,65,64772,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
861,9750,63,64690,Petrol,86,0,0,1300,3,1020,Manual,NonMetcolor
862,10950,65,64630,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor
863,9750,67,64613,Petrol,110,1,0,1600,5,1085,Manual,Metcolor
864,8200,60,64383,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
865,8950,68,64000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
866,9500,66,63881,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
867,10950,58,63870,Diesel,72,0,0,2000,5,1135,Manual,NonMetcolor
868,9750,66,63328,Petrol,86,0,1,1300,5,1065,Auto,NonMetcolor
869,9950,65,63000,Petrol,86,1,1,1300,5,1065,Auto,Metcolor
870,10450,61,63000,Petrol,86,0,1,1300,3,1050,Auto,NonMetcolor
871,9850,65,62396,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
872,9450,62,62377,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
873,10295,67,62316,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
874,9750,68,62292,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
875,8950,65,62225,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
876,9900,68,62222,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
877,8750,66,62135,Petrol,86,1,0,1300,5,1035,Manual,Metcolor
878,9950,58,62024,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
879,8500,60,61977,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
880,9950,62,61930,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
881,10950,57,61682,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
882,9795,68,61568,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
883,8750,68,61504,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
884,8250,65,61384,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
885,9950,58,61343,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
886,9950,62,61254,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
887,10500,59,61166,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
888,9750,62,61149,Petrol,86,1,0,1300,5,1040,Manual,Metcolor
889,11250,61,61144,Petrol,110,1,0,1600,5,1090,Manual,Metcolor
890,8900,59,61127,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
891,7950,60,61100,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
892,11500,68,61100,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
893,9450,57,61000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
894,7995,65,60724,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
895,10995,59,60708,Petrol,86,1,0,1300,5,1045,Manual,Metcolor
896,8950,61,60532,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
897,8250,67,60000,Petrol,86,0,1,1300,4,1030,Auto,NonMetcolor
898,8950,66,60000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
899,8950,65,60000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
900,9500,62,59295,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor
901,7500,65,59264,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
902,8950,63,59000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
903,9950,63,59000,Petrol,86,1,0,1300,5,1035,Manual,Metcolor
904,9750,65,59000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
905,9450,61,59000,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
906,9950,65,59000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
907,9750,68,58860,Petrol,110,1,0,1600,3,1055,Manual,Metcolor
908,8950,65,58829,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
909,8250,66,58654,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
910,7750,65,58300,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
911,8950,60,58269,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
912,9950,64,58136,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
913,9450,66,58113,Petrol,107,1,1,1600,3,1085,Auto,Metcolor
914,12950,67,58058,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
915,9950,58,58000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
916,10495,62,58000,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
917,7950,68,57565,Petrol,86,1,0,1300,5,1035,Manual,Metcolor
918,10500,63,57413,Petrol,107,0,1,1600,5,1115,Auto,NonMetcolor
919,8950,65,57374,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
920,9900,62,57179,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
921,9995,61,57169,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
922,9950,63,57124,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
923,9950,63,57000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
924,8250,67,57000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
925,9950,63,57000,Petrol,86,1,0,1300,5,1035,Manual,Metcolor
926,8950,59,56259,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
927,10950,62,56209,Petrol,107,1,1,1600,3,1080,Auto,Metcolor
928,9250,67,56074,Petrol,86,0,0,1300,4,1000,Manual,NonMetcolor
929,9950,63,55942,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
930,9995,57,55844,Petrol,86,1,0,1300,5,1045,Manual,Metcolor
931,8750,61,55747,Petrol,86,0,0,1300,3,1020,Manual,NonMetcolor
932,10950,58,55478,Petrol,86,0,0,1300,5,1045,Manual,NonMetcolor
933,10350,60,55085,Petrol,107,0,1,1600,5,1105,Auto,NonMetcolor
934,9950,65,55061,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
935,8950,65,55000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
936,10950,57,55000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
937,10950,63,54936,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
938,8950,68,54875,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
939,8900,67,54847,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
940,10250,60,54554,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
941,9450,61,54125,Petrol,110,1,0,1600,5,1035,Manual,Metcolor
942,9250,61,54000,Petrol,110,1,0,1600,3,1055,Manual,Metcolor
943,10500,57,54000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
944,7350,58,54000,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor
945,10250,57,54000,Petrol,110,1,0,1600,3,1135,Manual,Metcolor
946,10250,62,53285,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
947,11500,65,53053,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
948,8950,68,53000,Petrol,110,1,1,1587,3,1075,Auto,Metcolor
949,7750,68,53000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
950,9500,64,52968,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
951,8450,67,52800,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
952,8950,57,52548,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
953,8400,60,52487,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
954,9250,66,52383,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
955,8900,61,52112,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
956,8750,58,51712,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
957,10950,58,51421,Petrol,110,0,1,1600,5,1105,Auto,NonMetcolor
958,8950,61,51235,Petrol,86,1,0,1300,4,1000,Manual,Metcolor
959,8950,65,51000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
960,8895,61,50925,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
961,9390,66,50806,Petrol,86,0,0,1300,3,1480,Manual,NonMetcolor
962,8750,59,50469,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
963,9750,61,50173,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
964,9950,62,50000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
965,10950,65,49942,Petrol,110,0,0,1600,3,1065,Manual,NonMetcolor
966,9900,67,49585,Petrol,110,0,0,1600,5,1085,Manual,NonMetcolor
967,9500,62,49258,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
968,9950,61,49000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
969,9950,63,48738,Petrol,110,0,0,1600,5,1055,Manual,NonMetcolor
970,10500,62,47750,Petrol,86,1,0,1300,5,1040,Manual,Metcolor
971,9950,63,47612,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
972,10495,68,47500,Petrol,86,1,0,1300,5,1035,Manual,Metcolor
973,9500,66,47237,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
974,8500,58,47171,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
975,10450,60,47060,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor
976,8950,65,47014,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
977,9900,59,46929,Petrol,86,1,0,1300,3,1025,Manual,Metcolor
978,8900,63,46000,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor
979,8745,65,45681,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
980,8750,65,45549,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
981,10750,57,45000,Petrol,110,1,0,1600,5,1050,Manual,Metcolor
982,9750,57,45000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
983,8850,65,45000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
984,7950,66,45000,Petrol,86,1,0,1300,5,1035,Manual,Metcolor
985,9450,63,45000,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
986,9950,61,45000,Petrol,107,0,1,1600,3,1085,Auto,NonMetcolor
987,8250,63,44944,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
988,9950,61,44597,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
989,9995,68,44458,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
990,9950,59,43818,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor
991,10495,60,43426,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
992,7950,58,43000,CNG,110,1,1,1600,4,1114,Auto,Metcolor
993,8950,68,43000,Petrol,110,1,0,1600,5,1035,Manual,Metcolor
994,9695,57,43000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
995,7750,64,43000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
996,9950,68,42750,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
997,9950,67,42102,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
998,9950,63,41586,Petrol,110,1,0,1600,5,1114,Manual,Metcolor
999,9900,64,41200,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor
1000,10950,57,40214,Petrol,86,0,0,1300,3,1025,Manual,NonMetcolor
1001,8950,60,40000,Petrol,86,1,0,1300,4,1000,Manual,Metcolor
1002,8950,66,39222,Petrol,86,1,1,1300,3,1045,Auto,Metcolor
1003,8250,66,39144,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
1004,10250,62,39000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
1005,8750,61,38019,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
1006,9750,68,37759,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
1007,10950,61,37500,Petrol,110,0,0,1600,5,1085,Manual,NonMetcolor
1008,10950,60,37111,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
1009,9750,62,37000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
1010,8900,59,36954,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
1011,9500,60,36943,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor
1012,9950,63,36923,Petrol,86,0,0,1300,5,1050,Manual,NonMetcolor
1013,9950,66,36658,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
1014,8250,65,36000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
1015,10450,65,36000,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
1016,10950,62,35512,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
1017,9250,65,35283,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
1018,8900,68,35000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
1019,10900,57,35000,Petrol,86,1,0,1300,5,1045,Manual,Metcolor
1020,9750,64,34114,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
1021,11950,58,34000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
1022,7900,68,33847,Petrol,86,1,0,1300,4,1000,Manual,Metcolor
1023,10900,57,33535,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor
1024,10450,65,33000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor
1025,10950,59,32150,Petrol,110,1,0,1600,5,1085,Manual,Metcolor
1026,9950,65,31588,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
1027,10750,60,31480,Petrol,110,1,0,1600,3,1065,Manual,Metcolor
1028,9900,57,31307,Petrol,110,1,0,1600,5,1070,Manual,Metcolor
1029,10750,68,31000,Petrol,110,1,0,1600,4,1035,Manual,Metcolor
1030,10450,58,30634,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
1031,9450,68,30300,Petrol,86,1,0,1300,4,1000,Manual,Metcolor
1032,10750,60,28500,Petrol,86,1,1,1300,3,1045,Auto,Metcolor
1033,10950,60,28500,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor
1034,10000,57,28000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor
1035,10500,68,26698,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor
1036,12500,62,26000,Petrol,107,0,1,1600,3,1085,Auto,NonMetcolor
1037,8950,62,25505,Petrol,86,1,0,1300,5,1035,Manual,Metcolor
1038,10500,58,25000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
1039,9245,66,22835,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
1040,10950,59,22705,Petrol,110,1,0,1600,5,1075,Manual,Metcolor
1041,9500,63,22178,Petrol,86,1,0,1300,3,1015,Manual,Metcolor
1042,10900,62,17345,Petrol,110,1,0,1600,3,1050,Manual,Metcolor
1043,10950,67,15535,Petrol,86,1,1,1300,4,1030,Auto,Metcolor
1044,9450,66,15110,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor
1045,5900,73,232940,Diesel,72,0,0,2000,5,1172,Manual,NonMetcolor
1046,6950,79,218118,Diesel,72,0,0,2000,5,1150,Manual,NonMetcolor
1047,6000,78,217764,Diesel,72,1,0,2000,5,1135,Manual,Metcolor
1048,5250,79,207114,CNG,110,1,0,1600,5,1114,Manual,Metcolor
1049,4400,74,203254,Diesel,72,1,0,2000,3,1135,Manual,Metcolor
1050,6750,77,200732,Diesel,72,1,0,2000,4,1100,Manual,Metcolor
1051,8500,69,197501,Diesel,72,0,0,2000,5,1135,Manual,NonMetcolor
1052,6150,80,194765,Diesel,72,0,0,2000,3,1120,Manual,NonMetcolor
1053,6950,76,191620,Diesel,72,0,0,2000,5,1150,Manual,NonMetcolor
